source_image,object_name,environment,bbox_x,bbox_y,bbox_w,bbox_h,object_area
train162.jpg,train162_obj1,non_snow,386,231,378,493,85435.0
train163.jpg,train163_obj1,non_snow,181,207,302,517,91157.0
train164.jpg,train164_obj1,non_snow,227,64,353,702,139230.0
train165.jpg,train165_obj1,non_snow,345,548,257,402,61684.0
train166.jpg,train166_obj1,non_snow,338,154,308,709,126960.0
train167.jpg,train167_obj1,non_snow,15,22,400,693,153839.0
train168.jpg,train168_obj1,non_snow,302,369,173,347,40059.0
train169.jpg,train169_obj1,non_snow,160,444,725,1310,503616.0
train17.jpg,train17_obj1,snow,593,102,181,451,36825.0
train170.jpg,train170_obj1,non_snow,660,75,224,389,31748.0
train171.jpg,train171_obj1,non_snow,385,543,595,1554,432183.0
train172.jpg,train172_obj1,non_snow,15,4,333,475,83131.0
train173.jpg,train173_obj1,non_snow,464,141,654,696,299081.0
train174.jpg,train174_obj1,non_snow,17,55,296,402,69851.0
train175.jpg,train175_obj1,non_snow,307,383,614,189,48987.0
train176.jpg,train176_obj1,non_snow,254,62,104,114,6527.0
train177.jpg,train177_obj1,non_snow,145,387,1911,1115,941142.0
train178.jpg,train178_obj1,non_snow,474,337,247,302,43430.0
train179.jpg,train179_obj1,non_snow,327,105,163,121,9099.0
train18.jpg,train18_obj1,non_snow,269,176,245,360,50149.0
train180.jpg,train180_obj1,non_snow,615,305,178,263,23258.0
train181.jpg,train181_obj1,non_snow,177,40,547,942,186950.0
train182.jpg,train182_obj1,non_snow,0,153,796,463,87293.0
train183.jpg,train183_obj1,non_snow,124,245,580,122,30572.0
train184.jpg,train184_obj1,non_snow,793,12,497,789,252288.0
train185.jpg,train185_obj1,non_snow,191,150,1077,2008,1449015.0
train186.jpg,train186_obj1,non_snow,418,642,1017,709,388448.0
train187.jpg,train187_obj1,non_snow,316,62,362,436,75950.0
train188.jpg,train188_obj1,non_snow,424,222,336,266,41535.0
train189.jpg,train189_obj1,non_snow,403,127,163,299,29446.0
train19.jpg,train19_obj1,non_snow,709,350,172,285,28805.0
train190.jpg,train190_obj1,non_snow,891,84,462,768,147069.0
train191.jpg,train191_obj1,non_snow,211,25,187,240,32474.0
train192.jpg,train192_obj1,non_snow,479,187,834,1115,308521.0
train193.jpg,train193_obj1,non_snow,0,467,1084,802,490150.0
train194.jpg,train194_obj1,non_snow,114,54,501,716,224659.0
train195.jpg,train195_obj1,non_snow,512,67,471,625,137404.0
train196.jpg,train196_obj1,non_snow,0,31,303,291,40039.0
train197.jpg,train197_obj1,non_snow,148,64,722,1019,408606.0
train198.jpg,train198_obj1,non_snow,430,182,874,1072,479347.0
train199.jpg,train199_obj1,non_snow,464,428,240,258,40790.0
train2.jpg,train2_obj1,non_snow,66,4,243,379,60041.0
train20.jpg,train20_obj1,non_snow,697,345,177,289,30092.0
train200.jpg,train200_obj1,non_snow,381,233,863,967,353381.0
train201.jpg,train201_obj1,non_snow,56,80,213,276,29838.0
train202.jpg,train202_obj1,non_snow,787,248,414,463,113422.0
train203.jpg,train203_obj1,non_snow,217,6,354,381,55251.0
train204.jpg,train204_obj1,non_snow,778,29,587,822,279009.0
train205.jpg,train205_obj1,non_snow,85,98,395,444,90144.0
train206.jpg,train206_obj1,non_snow,488,644,2125,1189,1521916.0
train207.jpg,train207_obj1,non_snow,176,488,314,421,47999.0
train208.jpg,train208_obj1,non_snow,0,413,1385,515,397820.0
train209.jpg,train209_obj1,non_snow,520,312,622,635,112626.0
train21.jpg,train21_obj1,non_snow,24,0,989,490,405116.0
train210.jpg,train210_obj1,non_snow,717,528,675,426,107207.0
train211.jpg,train211_obj1,non_snow,168,335,353,348,45721.0
train212.jpg,train212_obj1,non_snow,707,594,308,396,41525.0
train213.jpg,train213_obj1,non_snow,336,226,623,991,354960.0
train214.jpg,train214_obj1,non_snow,272,485,209,451,47673.0
train215.jpg,train215_obj1,non_snow,76,249,410,238,40320.0
train216.jpg,train216_obj1,non_snow,133,36,475,462,133732.0
train217.jpg,train217_obj1,non_snow,228,346,821,786,342029.0
train218.jpg,train218_obj1,non_snow,556,86,1073,942,464504.0
train219.jpg,train219_obj1,non_snow,0,241,1382,1195,1062448.0
train22.jpg,train22_obj1,non_snow,617,441,383,209,27350.0
train220.jpg,train220_obj1,non_snow,125,112,975,605,194664.0
train221.jpg,train221_obj1,non_snow,330,673,449,362,80136.0
train222.jpg,train222_obj1,non_snow,544,359,663,798,252048.0
train223.jpg,train223_obj1,non_snow,104,287,1003,811,324539.0
train224.jpg,train224_obj1,non_snow,181,435,438,380,90501.0
train225.jpg,train225_obj1,non_snow,566,255,678,596,201714.0
train226.jpg,train226_obj1,non_snow,131,80,856,710,206225.0
train227.jpg,train227_obj1,non_snow,206,113,386,501,118987.0
train228.jpg,train228_obj1,non_snow,28,51,400,211,29897.0
train229.jpg,train229_obj1,non_snow,10,88,488,243,35640.0
train23.jpg,train23_obj1,non_snow,639,7,635,712,364987.0
train230.jpg,train230_obj1,non_snow,463,201,303,390,90440.0
train231.jpg,train231_obj1,non_snow,307,632,585,1020,339708.0
train232.jpg,train232_obj1,non_snow,182,437,548,250,33171.0
train233.jpg,train233_obj1,non_snow,180,275,563,546,98004.0
train234.jpg,train234_obj1,non_snow,274,248,631,988,341032.0
train235.jpg,train235_obj1,non_snow,75,243,1257,1023,428686.0
train236.jpg,train236_obj1,non_snow,495,180,944,1259,798767.0
train237.jpg,train237_obj1,non_snow,239,178,773,1098,321599.0
train238.jpg,train238_obj1,non_snow,123,29,417,779,174931.0
train239.jpg,train239_obj1,non_snow,83,177,639,174,56959.0
train24.jpg,train24_obj1,non_snow,374,182,124,264,24093.0
train240.jpg,train240_obj1,non_snow,14,203,1197,900,639974.0
train241.jpg,train241_obj1,non_snow,185,59,151,270,21701.0
train242.jpg,train242_obj1,non_snow,431,116,169,124,12747.0
train243.jpg,train243_obj1,non_snow,94,163,154,236,20625.0
train244.jpg,train244_obj1,non_snow,634,233,250,679,108308.0
train245.jpg,train245_obj1,non_snow,71,268,1080,815,429221.0
train246.jpg,train246_obj1,non_snow,1,384,1289,325,180364.0
train247.jpg,train247_obj1,non_snow,275,113,258,749,112519.0
train248.jpg,train248_obj1,non_snow,120,40,1146,1039,565596.0
train249.jpg,train249_obj1,non_snow,973,38,577,813,219526.0
train25.jpg,train25_obj1,non_snow,683,79,587,628,287587.0
train250.jpg,train250_obj1,non_snow,6,133,809,527,221882.0
train251.jpg,train251_obj1,non_snow,109,200,714,601,151385.0
train252.jpg,train252_obj1,non_snow,209,184,274,347,41741.0
train253.jpg,train253_obj1,non_snow,335,178,94,72,2108.0
train254.jpg,train254_obj1,non_snow,334,0,404,536,88032.0
train255.jpg,train255_obj1,non_snow,91,4,444,570,92654.0
train256.jpg,train256_obj1,non_snow,198,288,753,967,377127.0
train257.jpg,train257_obj1,non_snow,229,167,146,299,23491.0
train258.jpg,train258_obj1,non_snow,490,196,206,252,20972.0
train259.jpg,train259_obj1,non_snow,710,148,652,991,375771.0
train26.jpg,train26_obj1,non_snow,628,458,381,202,20542.0
train260.jpg,train260_obj1,non_snow,88,19,62,293,9843.0
train261.jpg,train261_obj1,non_snow,63,90,836,1210,495764.0
train262.jpg,train262_obj1,non_snow,26,13,122,226,12095.0
train263.jpg,train263_obj1,non_snow,282,505,514,941,116854.0
train264.jpg,train264_obj1,non_snow,48,31,670,687,223934.0
train265.jpg,train265_obj1,non_snow,55,33,407,301,58311.0
train266.jpg,train266_obj1,non_snow,603,198,770,1119,609684.0
train267.jpg,train267_obj1,non_snow,0,0,406,449,107356.0
train268.jpg,train268_obj1,non_snow,318,7,260,756,131411.0
train269.jpg,train269_obj1,non_snow,222,133,374,896,164462.0
train27.jpg,train27_obj1,non_snow,438,283,256,264,49700.0
train270.jpg,train270_obj1,non_snow,39,37,349,409,76388.0
train271.jpg,train271_obj1,non_snow,296,133,383,931,179643.0
train272.jpg,train272_obj1,non_snow,236,111,672,434,112761.0
train273.jpg,train273_obj1,non_snow,230,225,89,94,4852.0
train274.jpg,train274_obj1,non_snow,209,8,269,521,70335.0
train275.jpg,train275_obj1,non_snow,181,222,733,942,431602.0
train276.jpg,train276_obj1,non_snow,413,95,416,531,131543.0
train277.jpg,train277_obj1,non_snow,66,52,141,231,17863.0
train278.jpg,train278_obj1,non_snow,188,154,119,104,8081.0
train279.jpg,train279_obj1,non_snow,118,183,151,371,33393.0
train28.jpg,train28_obj1,non_snow,198,28,478,526,113426.0
train280.jpg,train280_obj1,non_snow,259,0,774,856,413002.0
train281.jpg,train281_obj1,non_snow,282,49,1464,1146,1016879.0
train282.jpg,train282_obj1,non_snow,8,30,193,189,13662.0
train283.jpg,train283_obj1,non_snow,116,101,519,579,185439.0
train284.jpg,train284_obj1,non_snow,318,25,277,396,69905.0
train285.jpg,train285_obj1,non_snow,73,202,514,498,146361.0
train286.jpg,train286_obj1,non_snow,690,73,426,1291,258005.0
train287.jpg,train287_obj1,non_snow,378,32,327,589,88795.0
train288.jpg,train288_obj1,non_snow,220,147,1044,812,419503.0
train289.jpg,train289_obj1,non_snow,838,393,601,782,249881.0
train29.jpg,train29_obj1,non_snow,414,279,250,261,39325.0
train290.jpg,train290_obj1,snow,183,89,123,106,8283.0
train291.jpg,train291_obj1,non_snow,311,224,568,605,49433.0
train292.jpg,train292_obj1,non_snow,385,691,463,432,105393.0
train293.jpg,train293_obj1,non_snow,553,169,558,1096,347507.0
train294.jpg,train294_obj1,non_snow,14,31,207,261,15489.0
train295.jpg,train295_obj1,non_snow,132,72,313,505,85518.0
train296.jpg,train296_obj1,non_snow,382,210,267,338,33394.0
train297.jpg,train297_obj1,non_snow,200,86,298,712,158180.0
train298.jpg,train298_obj1,non_snow,28,93,163,102,8699.0
train299.jpg,train299_obj1,non_snow,51,295,839,314,93942.0
train3.jpg,train3_obj1,non_snow,158,27,771,407,160206.0
train30.jpg,train30_obj1,non_snow,283,328,426,268,66092.0
train300.jpg,train300_obj1,non_snow,481,206,448,671,187474.0
train301.jpg,train301_obj1,non_snow,68,167,790,441,187594.0
train302.jpg,train302_obj1,non_snow,184,171,123,86,3673.0
train303.jpg,train303_obj1,non_snow,45,131,435,546,108424.0
train304.jpg,train304_obj1,non_snow,241,258,217,557,67782.0
train305.jpg,train305_obj1,non_snow,487,159,152,107,7956.0
train306.jpg,train306_obj1,non_snow,99,82,764,562,230663.0
train307.jpg,train307_obj1,non_snow,97,35,606,403,103949.0
train308.jpg,train308_obj1,non_snow,299,270,451,326,85063.0
train309.jpg,train309_obj1,non_snow,0,309,1438,1126,888758.0
train31.jpg,train31_obj1,non_snow,25,14,273,164,29264.0
train310.jpg,train310_obj1,non_snow,78,89,1361,1206,898541.0
train311.jpg,train311_obj1,non_snow,96,135,529,685,181697.0
train312.jpg,train312_obj1,non_snow,626,401,461,637,159202.0
train313.jpg,train313_obj1,non_snow,417,340,199,370,33704.0
train314.jpg,train314_obj1,non_snow,30,105,468,115,27265.0
train315.jpg,train315_obj1,non_snow,669,241,542,1092,267329.0
train316.jpg,train316_obj1,non_snow,354,130,339,739,174780.0
train317.jpg,train317_obj1,non_snow,295,46,137,319,28092.0
train318.jpg,train318_obj1,non_snow,104,69,722,804,205672.0
train319.jpg,train319_obj1,non_snow,357,431,202,401,32875.0
train32.jpg,train32_obj1,non_snow,0,4,465,326,94596.0
train320.jpg,train320_obj1,non_snow,1,52,1438,1379,889042.0
train321.jpg,train321_obj1,non_snow,282,87,562,1300,509232.0
train322.jpg,train322_obj1,non_snow,99,3,290,379,71225.0
train323.jpg,train323_obj1,non_snow,59,77,534,812,291757.0
train324.jpg,train324_obj1,non_snow,392,82,1031,1351,939990.0
train325.jpg,train325_obj1,non_snow,246,288,987,816,310800.0
train326.jpg,train326_obj1,non_snow,82,92,416,207,34477.0
train327.jpg,train327_obj1,non_snow,6,118,622,604,199351.0
train328.jpg,train328_obj1,non_snow,124,191,738,596,221463.0
train329.jpg,train329_obj1,non_snow,839,221,414,1011,258120.0
train33.jpg,train33_obj1,non_snow,169,280,518,289,77468.0
train330.jpg,train330_obj1,non_snow,472,371,885,891,382629.0
train331.jpg,train331_obj1,non_snow,119,355,464,451,97140.0
train332.jpg,train332_obj1,non_snow,462,170,168,283,31418.0
train333.jpg,train333_obj1,non_snow,55,97,1058,908,419480.0
train334.jpg,train334_obj1,non_snow,0,383,1126,576,216238.0
train335.jpg,train335_obj1,non_snow,14,238,1421,1129,802743.0
train336.jpg,train336_obj1,non_snow,546,215,255,909,145910.0
train337.jpg,train337_obj1,non_snow,908,510,352,428,92341.0
train338.jpg,train338_obj1,non_snow,46,396,953,332,155491.0
train339.jpg,train339_obj1,non_snow,150,85,169,194,16433.0
train34.jpg,train34_obj1,non_snow,0,223,646,382,98972.0
train340.jpg,train340_obj1,non_snow,394,158,346,556,72736.0
train341.jpg,train341_obj1,non_snow,404,359,311,793,165679.0
train342.jpg,train342_obj1,non_snow,286,453,156,214,20893.0
train343.jpg,train343_obj1,non_snow,52,348,602,356,106912.0
train344.jpg,train344_obj1,non_snow,477,643,907,656,317273.0
train345.jpg,train345_obj1,non_snow,215,69,238,287,31225.0
train346.jpg,train346_obj1,non_snow,880,353,424,881,271573.0
train347.jpg,train347_obj1,non_snow,262,137,336,719,106890.0
train348.jpg,train348_obj1,non_snow,69,43,436,383,69107.0
train349.jpg,train349_obj1,non_snow,40,59,490,336,68759.0
train35.jpg,train35_obj1,non_snow,217,4,604,679,226319.0
train350.jpg,train350_obj1,non_snow,233,177,455,665,137070.0
train351.jpg,train351_obj1,non_snow,123,200,138,172,11803.0
train352.jpg,train352_obj1,non_snow,137,32,270,685,123461.0
train353.jpg,train353_obj1,non_snow,454,532,212,307,39702.0
train354.jpg,train354_obj1,non_snow,753,580,357,627,117756.0
train355.jpg,train355_obj1,non_snow,47,509,415,264,32790.0
train356.jpg,train356_obj1,non_snow,190,139,1080,1097,448413.0
train357.jpg,train357_obj1,non_snow,641,686,371,590,150039.0
train358.jpg,train358_obj1,non_snow,302,423,141,307,17228.0
train359.jpg,train359_obj1,non_snow,826,490,128,566,45297.0
train36.jpg,train36_obj1,non_snow,156,67,1115,636,393258.0
train360.jpg,train360_obj1,non_snow,57,91,605,468,181929.0
train361.jpg,train361_obj1,non_snow,499,34,623,683,306555.0
train362.jpg,train362_obj1,non_snow,285,429,608,663,98064.0
train363.jpg,train363_obj1,non_snow,15,104,715,854,340810.0
train364.jpg,train364_obj1,non_snow,121,55,270,662,97161.0
train365.jpg,train365_obj1,non_snow,419,365,117,758,59675.0
train366.jpg,train366_obj1,non_snow,339,13,275,397,57044.0
train367.jpg,train367_obj1,non_snow,514,301,754,796,401466.0
train368.jpg,train368_obj1,non_snow,269,708,721,380,106205.0
train369.jpg,train369_obj1,non_snow,315,622,317,315,64150.0
train37.jpg,train37_obj1,non_snow,150,6,1123,683,491901.0
train370.jpg,train370_obj1,non_snow,812,593,296,338,47302.0
train371.jpg,train371_obj1,non_snow,599,470,574,810,288935.0
train372.jpg,train372_obj1,non_snow,406,129,480,805,200347.0
train373.jpg,train373_obj1,non_snow,214,236,980,1127,607639.0
train374.jpg,train374_obj1,non_snow,410,428,414,607,154211.0
train375.jpg,train375_obj1,non_snow,504,359,218,384,46001.0
train376.jpg,train376_obj1,non_snow,89,119,434,311,51308.0
train377.jpg,train377_obj1,non_snow,129,236,803,1010,376627.0
train378.jpg,train378_obj1,non_snow,732,377,166,323,29009.0
train379.jpg,train379_obj1,non_snow,884,730,278,449,59746.0
train38.jpg,train38_obj1,non_snow,365,132,152,320,31013.0
train380.jpg,train380_obj1,non_snow,189,236,501,466,115011.0
train381.jpg,train381_obj1,non_snow,97,422,322,693,121530.0
train382.jpg,train382_obj1,non_snow,238,529,499,577,183583.0
train383.jpg,train383_obj1,non_snow,6,278,825,419,182961.0
train384.jpg,train384_obj1,non_snow,241,245,461,1062,275853.0
train385.jpg,train385_obj1,non_snow,383,264,435,782,165234.0
train386.jpg,train386_obj1,non_snow,173,0,212,396,42579.0
train387.jpg,train387_obj1,non_snow,622,192,629,1174,458425.0
train388.jpg,train388_obj1,non_snow,3,69,434,263,60151.0
train389.jpg,train389_obj1,non_snow,89,169,574,1058,344952.0
train39.jpg,train39_obj1,non_snow,117,71,478,658,202617.0
train390.jpg,train390_obj1,non_snow,120,90,558,511,129247.0
train391.jpg,train391_obj1,non_snow,293,107,454,747,193460.0
train392.jpg,train392_obj1,non_snow,214,151,584,634,173442.0
train393.jpg,train393_obj1,non_snow,116,204,1387,1841,1826523.0
train394.jpg,train394_obj1,non_snow,1011,470,195,281,36815.0
train395.jpg,train395_obj1,non_snow,636,238,619,427,173195.0
train396.jpg,train396_obj1,non_snow,235,459,301,510,89399.0
train397.jpg,train397_obj1,non_snow,9,457,1031,582,291356.0
train398.jpg,train398_obj1,non_snow,341,80,442,382,87180.0
train399.jpg,train399_obj1,non_snow,206,970,780,328,101310.0
train4.jpg,train4_obj1,non_snow,425,256,304,154,10502.0
train40.jpg,train40_obj1,non_snow,73,0,1198,713,702197.0
train400.jpg,train400_obj1,non_snow,45,9,227,382,39604.0
train401.jpg,train401_obj1,non_snow,62,40,359,250,36883.0
train402.jpg,train402_obj1,non_snow,50,90,234,383,50823.0
train403.jpg,train403_obj1,non_snow,908,114,379,786,134100.0
train404.jpg,train404_obj1,non_snow,717,449,502,582,175657.0
train405.jpg,train405_obj1,non_snow,0,227,937,249,69747.0
train406.jpg,train406_obj1,non_snow,745,351,475,653,151065.0
train407.jpg,train407_obj1,non_snow,185,34,279,374,65916.0
train408.jpg,train408_obj1,non_snow,140,385,952,772,313681.0
train409.jpg,train409_obj1,non_snow,595,387,606,518,146400.0
train41.jpg,train41_obj1,non_snow,1,66,816,652,332134.0
train410.jpg,train410_obj1,non_snow,492,287,448,986,243069.0
train411.jpg,train411_obj1,non_snow,191,298,1173,914,546504.0
train412.jpg,train412_obj1,non_snow,24,162,1799,1202,1178117.0
train413.jpg,train413_obj1,non_snow,123,89,454,506,115582.0
train414.jpg,train414_obj1,non_snow,75,171,1349,1256,809940.0
train415.jpg,train415_obj1,non_snow,627,135,1056,1055,560542.0
train416.jpg,train416_obj1,non_snow,78,9,317,297,45633.0
train417.jpg,train417_obj1,non_snow,317,388,947,771,313189.0
train418.jpg,train418_obj1,non_snow,109,184,517,875,312595.0
train419.jpg,train419_obj1,non_snow,396,381,339,721,139086.0
train42.jpg,train42_obj1,non_snow,368,135,122,322,25852.0
train420.jpg,train420_obj1,non_snow,280,53,228,485,78133.0
train421.jpg,train421_obj1,non_snow,544,510,433,254,47319.0
train422.jpg,train422_obj1,non_snow,733,376,232,815,132950.0
train423.jpg,train423_obj1,non_snow,310,167,869,1186,472718.0
train424.jpg,train424_obj1,non_snow,394,595,396,467,113660.0
train425.jpg,train425_obj1,non_snow,185,61,186,232,20968.0
train426.jpg,train426_obj1,non_snow,219,246,1613,762,428124.0
train427.jpg,train427_obj1,non_snow,123,21,575,663,176640.0
train428.jpg,train428_obj1,non_snow,130,275,227,449,40926.0
train429.jpg,train429_obj1,non_snow,1,56,234,285,25554.0
train43.jpg,train43_obj1,non_snow,364,131,127,320,22994.0
train430.jpg,train430_obj1,non_snow,1090,404,479,719,181596.0
train431.jpg,train431_obj1,non_snow,279,140,1269,942,593974.0
train432.jpg,train432_obj1,non_snow,344,567,658,365,81866.0
train433.jpg,train433_obj1,non_snow,241,33,403,504,57668.0
train434.jpg,train434_obj1,non_snow,1164,557,266,196,24334.0
train435.jpg,train435_obj1,non_snow,334,383,1059,597,360545.0
train436.jpg,train436_obj1,non_snow,267,328,869,979,410783.0
train437.jpg,train437_obj1,non_snow,0,78,601,201,63036.0
train438.jpg,train438_obj1,non_snow,281,158,302,635,132351.0
train439.jpg,train439_obj1,non_snow,516,186,793,607,294641.0
train44.jpg,train44_obj1,non_snow,114,50,384,210,49977.0
train440.jpg,train440_obj1,non_snow,1268,478,338,647,112371.0
train441.jpg,train441_obj1,non_snow,675,287,284,287,41292.0
train442.jpg,train442_obj1,non_snow,393,358,508,901,313616.0
train443.jpg,train443_obj1,non_snow,74,64,536,804,196687.0
train444.jpg,train444_obj1,non_snow,0,405,562,722,283327.0
train445.jpg,train445_obj1,non_snow,104,462,1577,821,529943.0
train446.jpg,train446_obj1,non_snow,233,332,1000,1027,544683.0
train447.jpg,train447_obj1,non_snow,1000,303,676,847,366318.0
train448.jpg,train448_obj1,non_snow,1008,308,439,745,127523.0
train449.jpg,train449_obj1,non_snow,180,176,444,434,81527.0
train45.jpg,train45_obj1,non_snow,377,127,130,321,25658.0
train450.jpg,train450_obj1,non_snow,78,152,259,79,7957.0
train451.jpg,train451_obj1,non_snow,44,236,267,369,42453.0
train452.jpg,train452_obj1,non_snow,479,241,599,1015,330861.0
train453.jpg,train453_obj1,non_snow,187,134,137,348,28226.0
train454.jpg,train454_obj1,non_snow,150,385,670,564,214793.0
train455.jpg,train455_obj1,non_snow,124,560,1216,517,192864.0
train456.jpg,train456_obj1,non_snow,421,267,399,870,215080.0
train457.jpg,train457_obj1,non_snow,389,120,332,356,63190.0
train458.jpg,train458_obj1,non_snow,847,462,336,445,93752.0
train459.jpg,train459_obj1,non_snow,185,55,388,373,36186.0
train46.jpg,train46_obj1,non_snow,358,129,160,318,31241.0
train460.jpg,train460_obj1,non_snow,186,3,329,652,133068.0
train461.jpg,train461_obj1,non_snow,31,251,543,377,96340.0
train462.jpg,train462_obj1,non_snow,326,636,352,312,50945.0
train463.jpg,train463_obj1,non_snow,471,509,352,717,146780.0
train464.jpg,train464_obj1,non_snow,0,47,953,929,634847.0
train465.jpg,train465_obj1,non_snow,325,67,678,1222,402550.0
train466.jpg,train466_obj1,non_snow,119,1,952,705,340090.0
train467.jpg,train467_obj1,non_snow,79,177,888,1108,476176.0
train468.jpg,train468_obj1,non_snow,33,13,216,523,54250.0
train469.jpg,train469_obj1,non_snow,72,11,235,379,40088.0
train47.jpg,train47_obj1,non_snow,360,227,250,217,30386.0
train470.jpg,train470_obj1,non_snow,815,56,527,893,240876.0
train471.jpg,train471_obj1,non_snow,8,0,456,630,162065.0
train472.jpg,train472_obj1,non_snow,576,68,769,822,382186.0
train473.jpg,train473_obj1,non_snow,241,0,341,532,126154.0
train474.jpg,train474_obj1,non_snow,229,155,708,927,384239.0
train475.jpg,train475_obj1,non_snow,158,397,542,473,177771.0
train476.jpg,train476_obj1,non_snow,312,505,181,425,35882.0
train477.jpg,train477_obj1,non_snow,270,246,243,516,67226.0
train478.jpg,train478_obj1,non_snow,43,29,690,906,359941.0
train479.jpg,train479_obj1,non_snow,216,90,280,385,67253.0
train48.jpg,train48_obj1,non_snow,494,226,209,405,46177.0
train480.jpg,train480_obj1,non_snow,490,44,764,901,359544.0
train481.jpg,train481_obj1,non_snow,178,275,1146,683,275581.0
train482.jpg,train482_obj1,non_snow,944,425,215,234,23497.0
train483.jpg,train483_obj1,non_snow,627,382,712,458,184986.0
train484.jpg,train484_obj1,non_snow,954,266,328,410,75347.0
train485.jpg,train485_obj1,non_snow,275,111,93,125,5846.0
train486.jpg,train486_obj1,non_snow,432,690,412,386,85987.0
train487.jpg,train487_obj1,non_snow,168,20,419,917,270967.0
