source_image,object_name,environment,brightness_mean,saturation_mean,white_ratio
train143.jpg,train143_obj1,non_snow,64.134901,34.202463,0.032394
train144.jpg,train144_obj1,non_snow,80.347003,25.973740,0.031618
train145.jpg,train145_obj1,non_snow,72.232885,118.646313,0.002345
train146.jpg,train146_obj1,non_snow,81.138518,122.024356,0.005531
train147.jpg,train147_obj1,non_snow,76.971372,150.273139,0.000068
train148.jpg,train148_obj1,non_snow,84.286246,152.838666,0.000945
train149.jpg,train149_obj1,non_snow,96.962623,210.894889,0.000000
train15.jpg,train15_obj1,snow,186.832905,11.808071,0.706075
train150.jpg,train150_obj1,non_snow,94.903209,41.699443,0.020076
train151.jpg,train151_obj1,non_snow,65.378627,176.869190,0.003568
train152.jpg,train152_obj1,non_snow,58.600565,170.740490,0.000471
train153.jpg,train153_obj1,non_snow,103.054070,83.053652,0.050758
train154.jpg,train154_obj1,non_snow,101.880049,57.967280,0.024878
train155.jpg,train155_obj1,non_snow,70.870161,113.424999,0.000502
train156.jpg,train156_obj1,non_snow,105.887951,14.517280,0.072686
train157.jpg,train157_obj1,non_snow,73.631356,81.800380,0.005084
train158.jpg,train158_obj1,non_snow,98.543221,42.851755,0.027323
train159.jpg,train159_obj1,non_snow,61.636840,92.954720,0.000770
train16.jpg,train16_obj1,non_snow,106.848239,56.013556,0.040754
train160.jpg,train160_obj1,non_snow,139.955876,43.975881,0.271921
train161.jpg,train161_obj1,non_snow,88.791417,69.775528,0.091791
train162.jpg,train162_obj1,non_snow,71.734279,63.749630,0.024659
train163.jpg,train163_obj1,non_snow,77.585593,87.165359,0.003720
train164.jpg,train164_obj1,non_snow,104.763351,77.053621,0.026946
train165.jpg,train165_obj1,non_snow,97.254429,69.358845,0.001406
train166.jpg,train166_obj1,non_snow,85.525498,44.789305,0.004839
train167.jpg,train167_obj1,non_snow,59.410471,63.669424,0.029357
train168.jpg,train168_obj1,non_snow,52.691379,74.813550,0.000185
train169.jpg,train169_obj1,non_snow,95.493338,46.667328,0.011652
train17.jpg,train17_obj1,snow,177.607654,10.644230,0.515790
train170.jpg,train170_obj1,non_snow,80.228174,69.625027,0.002781
train171.jpg,train171_obj1,non_snow,110.486600,54.620690,0.051553
train172.jpg,train172_obj1,non_snow,81.013664,84.224894,0.002077
train173.jpg,train173_obj1,non_snow,95.508827,33.153682,0.061170
train174.jpg,train174_obj1,non_snow,118.862740,79.512724,0.079425
train175.jpg,train175_obj1,non_snow,88.227612,52.089550,0.038667
train176.jpg,train176_obj1,non_snow,129.176498,60.211276,0.066646
train177.jpg,train177_obj1,non_snow,87.780780,42.174675,0.013601
train178.jpg,train178_obj1,non_snow,61.315149,97.700510,0.001765
train179.jpg,train179_obj1,non_snow,74.210792,26.663809,0.025827
train18.jpg,train18_obj1,non_snow,151.345065,10.914563,0.242090
train180.jpg,train180_obj1,non_snow,38.640228,114.391226,0.001269
train181.jpg,train181_obj1,non_snow,101.817310,33.998765,0.054284
train182.jpg,train182_obj1,non_snow,79.825883,59.122060,0.015829
train183.jpg,train183_obj1,non_snow,114.137607,33.351282,0.132991
train184.jpg,train184_obj1,non_snow,110.086511,73.054705,0.096103
train185.jpg,train185_obj1,non_snow,112.677178,81.723820,0.089869
train186.jpg,train186_obj1,non_snow,126.932035,31.782944,0.186863
train187.jpg,train187_obj1,non_snow,75.886322,43.071034,0.008314
train188.jpg,train188_obj1,non_snow,59.009260,131.101441,0.000000
train189.jpg,train189_obj1,non_snow,73.517489,57.528948,0.008861
train19.jpg,train19_obj1,non_snow,156.705060,8.515724,0.330227
train190.jpg,train190_obj1,non_snow,103.062343,99.843377,0.015112
train191.jpg,train191_obj1,non_snow,55.912453,61.001786,0.008006
train192.jpg,train192_obj1,non_snow,96.912522,42.595235,0.005910
train193.jpg,train193_obj1,non_snow,80.545478,57.481519,0.002235
train194.jpg,train194_obj1,non_snow,74.288475,34.266360,0.008930
train195.jpg,train195_obj1,non_snow,93.284936,30.864269,0.062743
train196.jpg,train196_obj1,non_snow,132.897494,101.003750,0.007254
train197.jpg,train197_obj1,non_snow,130.123231,103.179278,0.006019
train198.jpg,train198_obj1,non_snow,67.178378,64.788507,0.006161
train199.jpg,train199_obj1,non_snow,58.896616,66.781687,0.002750
train2.jpg,train2_obj1,non_snow,99.887947,86.606425,0.008406
train20.jpg,train20_obj1,non_snow,156.462422,9.730573,0.310111
train200.jpg,train200_obj1,non_snow,95.559309,65.406950,0.048871
train201.jpg,train201_obj1,non_snow,82.593421,101.161125,0.004371
train202.jpg,train202_obj1,non_snow,88.995948,76.458482,0.025122
train203.jpg,train203_obj1,non_snow,86.086380,92.037975,0.005316
train204.jpg,train204_obj1,non_snow,105.223796,74.900613,0.027514
train205.jpg,train205_obj1,non_snow,105.265870,97.432001,0.028994
train206.jpg,train206_obj1,non_snow,108.734068,123.251372,0.011793
train207.jpg,train207_obj1,non_snow,52.070008,63.948910,0.008553
train208.jpg,train208_obj1,non_snow,90.386414,78.698849,0.011359
train209.jpg,train209_obj1,non_snow,76.555330,40.668293,0.002960
train21.jpg,train21_obj1,non_snow,58.492708,97.686644,0.021190
train210.jpg,train210_obj1,non_snow,79.151286,40.896880,0.006657
train211.jpg,train211_obj1,non_snow,85.427256,75.661237,0.053329
train212.jpg,train212_obj1,non_snow,114.486538,25.810032,0.113404
train213.jpg,train213_obj1,non_snow,61.919944,54.110380,0.004162
train214.jpg,train214_obj1,non_snow,74.990967,84.885522,0.007789
train215.jpg,train215_obj1,non_snow,78.706457,29.565267,0.045681
train216.jpg,train216_obj1,non_snow,62.803527,53.778085,0.030897
train217.jpg,train217_obj1,non_snow,73.074367,50.764870,0.000601
train218.jpg,train218_obj1,non_snow,114.577619,92.461997,0.036087
train219.jpg,train219_obj1,non_snow,78.777594,68.172900,0.001158
train22.jpg,train22_obj1,non_snow,118.244796,49.358348,0.053238
train220.jpg,train220_obj1,non_snow,91.153569,45.575510,0.013572
train221.jpg,train221_obj1,non_snow,106.233467,53.507921,0.109735
train222.jpg,train222_obj1,non_snow,68.031393,50.087953,0.007887
train223.jpg,train223_obj1,non_snow,66.616068,69.823858,0.000000
train224.jpg,train224_obj1,non_snow,84.912160,74.121310,0.004115
train225.jpg,train225_obj1,non_snow,69.529389,67.379193,0.000556
train226.jpg,train226_obj1,non_snow,97.360323,42.454422,0.092519
train227.jpg,train227_obj1,non_snow,44.136041,50.519122,0.008434
train228.jpg,train228_obj1,non_snow,138.006366,49.093128,0.308929
train229.jpg,train229_obj1,non_snow,148.120635,126.231439,0.000102
train23.jpg,train23_obj1,non_snow,89.783531,55.987596,0.056900
train230.jpg,train230_obj1,non_snow,135.110321,19.249208,0.253947
train231.jpg,train231_obj1,non_snow,92.689875,39.713052,0.055410
train232.jpg,train232_obj1,non_snow,73.500000,77.881517,0.004461
train233.jpg,train233_obj1,non_snow,87.370365,55.342912,0.000593
train234.jpg,train234_obj1,non_snow,92.520240,60.249277,0.000789
train235.jpg,train235_obj1,non_snow,100.982172,156.330155,0.056982
train236.jpg,train236_obj1,non_snow,104.334681,46.478098,0.018992
train237.jpg,train237_obj1,non_snow,87.670235,87.877504,0.002919
train238.jpg,train238_obj1,non_snow,99.528370,57.366339,0.008562
train239.jpg,train239_obj1,non_snow,121.452223,67.697965,0.076642
train24.jpg,train24_obj1,non_snow,38.497283,45.833650,0.003843
train240.jpg,train240_obj1,non_snow,83.810847,114.403008,0.001165
train241.jpg,train241_obj1,non_snow,67.359422,86.855299,0.005429
train242.jpg,train242_obj1,non_snow,130.013964,130.095317,0.004393
train243.jpg,train243_obj1,non_snow,110.257697,40.815758,0.040194
train244.jpg,train244_obj1,non_snow,45.375668,65.332943,0.000847
train245.jpg,train245_obj1,non_snow,57.010676,110.953807,0.005359
train246.jpg,train246_obj1,non_snow,83.729554,118.794330,0.000142
train247.jpg,train247_obj1,non_snow,74.481793,68.147034,0.006642
train248.jpg,train248_obj1,non_snow,78.278947,94.584188,0.002803
train249.jpg,train249_obj1,non_snow,96.189214,50.722010,0.032081
train25.jpg,train25_obj1,non_snow,84.698394,54.498470,0.037318
train250.jpg,train250_obj1,non_snow,69.604272,17.377228,0.000589
train251.jpg,train251_obj1,non_snow,102.802206,50.662354,0.035672
train252.jpg,train252_obj1,non_snow,117.029088,69.983997,0.037664
train253.jpg,train253_obj1,non_snow,193.418406,110.935484,0.117173
train254.jpg,train254_obj1,non_snow,122.285486,65.039656,0.172261
train255.jpg,train255_obj1,non_snow,113.154696,64.357365,0.110795
train256.jpg,train256_obj1,non_snow,67.334116,50.305967,0.003258
train257.jpg,train257_obj1,non_snow,143.036360,59.123013,0.092549
train258.jpg,train258_obj1,non_snow,130.817995,30.055979,0.178476
train259.jpg,train259_obj1,non_snow,69.740264,54.029708,0.001040
train26.jpg,train26_obj1,non_snow,109.067094,48.031862,0.028926
train260.jpg,train260_obj1,non_snow,79.071875,37.275389,0.019699
train261.jpg,train261_obj1,non_snow,129.842794,72.008109,0.028496
train262.jpg,train262_obj1,non_snow,123.930054,124.501943,0.035138
train263.jpg,train263_obj1,non_snow,120.089817,70.612854,0.082235
train264.jpg,train264_obj1,non_snow,107.100442,105.156412,0.018183
train265.jpg,train265_obj1,non_snow,54.264503,109.250815,0.002173
train266.jpg,train266_obj1,non_snow,70.092598,71.171354,0.003892
train267.jpg,train267_obj1,non_snow,127.014949,142.612390,0.007632
train268.jpg,train268_obj1,non_snow,89.993617,76.275846,0.006981
train269.jpg,train269_obj1,non_snow,76.910612,85.220354,0.005254
train27.jpg,train27_obj1,non_snow,54.264465,51.749439,0.006280
train270.jpg,train270_obj1,non_snow,104.907507,107.944892,0.020197
train271.jpg,train271_obj1,non_snow,77.117025,85.697272,0.004140
train272.jpg,train272_obj1,non_snow,102.027713,49.852074,0.043864
train273.jpg,train273_obj1,non_snow,147.930544,39.449918,0.296373
train274.jpg,train274_obj1,non_snow,130.206785,87.432973,0.079374
train275.jpg,train275_obj1,non_snow,108.634054,49.905019,0.049815
train276.jpg,train276_obj1,non_snow,70.650909,132.066175,0.002654
train277.jpg,train277_obj1,non_snow,66.063987,41.984885,0.013716
train278.jpg,train278_obj1,non_snow,68.332756,104.772677,0.014231
train279.jpg,train279_obj1,non_snow,113.248586,67.843118,0.019799
train28.jpg,train28_obj1,non_snow,67.309612,76.212860,0.002051
train280.jpg,train280_obj1,non_snow,75.594886,113.682515,0.001716
train281.jpg,train281_obj1,non_snow,85.151065,95.102987,0.001257
train282.jpg,train282_obj1,non_snow,136.875055,95.625823,0.025838
train283.jpg,train283_obj1,non_snow,109.190880,109.382975,0.029111
train284.jpg,train284_obj1,non_snow,63.878109,61.571482,0.014574
train285.jpg,train285_obj1,non_snow,80.055284,83.602957,0.023136
train286.jpg,train286_obj1,non_snow,90.806509,54.020242,0.013296
train287.jpg,train287_obj1,non_snow,147.453704,39.326548,0.290610
train288.jpg,train288_obj1,non_snow,89.810839,39.883956,0.013290
train289.jpg,train289_obj1,non_snow,91.315038,83.922206,0.014097
train29.jpg,train29_obj1,non_snow,53.922283,53.089355,0.006993
train290.jpg,train290_obj1,snow,210.394060,32.104431,0.629603
train291.jpg,train291_obj1,non_snow,78.648297,56.802761,0.018558
train292.jpg,train292_obj1,non_snow,126.821936,136.467520,0.000093
train293.jpg,train293_obj1,non_snow,76.750806,66.338902,0.020881
train294.jpg,train294_obj1,non_snow,155.522781,0.000000,0.494904
train295.jpg,train295_obj1,non_snow,136.511765,81.874583,0.091013
train296.jpg,train296_obj1,non_snow,119.535441,67.454350,0.189300
train297.jpg,train297_obj1,non_snow,96.228872,51.242134,0.004160
train298.jpg,train298_obj1,non_snow,131.444074,74.329003,0.020117
train299.jpg,train299_obj1,non_snow,91.554171,56.066921,0.003000
train3.jpg,train3_obj1,non_snow,99.473053,56.731544,0.045686
train30.jpg,train30_obj1,non_snow,59.194139,49.493618,0.006676
train300.jpg,train300_obj1,non_snow,69.821306,71.895608,0.025517
train301.jpg,train301_obj1,non_snow,101.852857,45.257539,0.050342
train302.jpg,train302_obj1,non_snow,137.919684,33.988021,0.267356
train303.jpg,train303_obj1,non_snow,62.463655,80.385361,0.009397
train304.jpg,train304_obj1,non_snow,93.642108,57.497291,0.049469
train305.jpg,train305_obj1,non_snow,56.704123,158.706385,0.004776
train306.jpg,train306_obj1,non_snow,92.485690,128.351625,0.007562
train307.jpg,train307_obj1,non_snow,81.266033,49.116282,0.021971
train308.jpg,train308_obj1,non_snow,85.617333,68.329429,0.022368
train309.jpg,train309_obj1,non_snow,87.455579,106.635152,0.000855
train31.jpg,train31_obj1,non_snow,85.106739,51.764579,0.023898
train310.jpg,train310_obj1,non_snow,64.734321,62.564731,0.002919
train311.jpg,train311_obj1,non_snow,104.519903,60.366677,0.067535
train312.jpg,train312_obj1,non_snow,61.647226,59.163113,0.000195
train313.jpg,train313_obj1,non_snow,51.897414,25.720037,0.000312
train314.jpg,train314_obj1,non_snow,106.107687,48.314699,0.025955
train315.jpg,train315_obj1,non_snow,70.860983,56.883506,0.015719
train316.jpg,train316_obj1,non_snow,110.034491,106.510524,0.007702
train317.jpg,train317_obj1,non_snow,114.267846,87.812719,0.022589
train318.jpg,train318_obj1,non_snow,113.162890,62.610008,0.071201
train319.jpg,train319_obj1,non_snow,50.752293,46.220192,0.001278
train32.jpg,train32_obj1,non_snow,22.471241,51.418881,0.000456
train320.jpg,train320_obj1,non_snow,95.693908,49.510509,0.009298
train321.jpg,train321_obj1,non_snow,65.318235,84.614052,0.000510
train322.jpg,train322_obj1,non_snow,122.459862,53.795393,0.091700
train323.jpg,train323_obj1,non_snow,96.596394,99.179008,0.006010
train324.jpg,train324_obj1,non_snow,55.305886,96.472677,0.000416
train325.jpg,train325_obj1,non_snow,67.158950,69.869932,0.000000
train326.jpg,train326_obj1,non_snow,94.708771,36.586705,0.033894
train327.jpg,train327_obj1,non_snow,126.390942,98.360342,0.004482
train328.jpg,train328_obj1,non_snow,82.608593,56.806461,0.012840
train329.jpg,train329_obj1,non_snow,78.617991,62.029193,0.003718
train33.jpg,train33_obj1,non_snow,55.240543,50.984562,0.006950
train330.jpg,train330_obj1,non_snow,60.834390,65.459627,0.016510
train331.jpg,train331_obj1,non_snow,91.039552,91.143375,0.010125
train332.jpg,train332_obj1,non_snow,92.076207,164.660293,0.000000
train333.jpg,train333_obj1,non_snow,71.459724,66.609810,0.008977
train334.jpg,train334_obj1,non_snow,93.634818,117.096446,0.000180
train335.jpg,train335_obj1,non_snow,67.515163,71.220713,0.004772
train336.jpg,train336_obj1,non_snow,79.843108,73.996242,0.003059
train337.jpg,train337_obj1,non_snow,81.129741,87.622293,0.011576
train338.jpg,train338_obj1,non_snow,95.265052,91.347346,0.002227
train339.jpg,train339_obj1,non_snow,92.018804,82.076675,0.000730
train34.jpg,train34_obj1,non_snow,63.178659,43.918633,0.010961
train340.jpg,train340_obj1,non_snow,83.603616,73.588396,0.040003
train341.jpg,train341_obj1,non_snow,101.068372,45.618488,0.006163
train342.jpg,train342_obj1,non_snow,97.646724,60.351553,0.080314
train343.jpg,train343_obj1,non_snow,121.632583,57.248004,0.139635
train344.jpg,train344_obj1,non_snow,68.675682,67.118877,0.002812
train345.jpg,train345_obj1,non_snow,84.917243,42.987327,0.001046
train346.jpg,train346_obj1,non_snow,56.804431,77.790753,0.000000
train347.jpg,train347_obj1,non_snow,82.715017,67.470418,0.028283
train348.jpg,train348_obj1,non_snow,96.475312,72.690976,0.041498
train349.jpg,train349_obj1,non_snow,70.740576,128.983455,0.000054
train35.jpg,train35_obj1,non_snow,75.330445,48.696609,0.015615
train350.jpg,train350_obj1,non_snow,125.143604,58.928099,0.032400
train351.jpg,train351_obj1,non_snow,79.991951,42.748115,0.001779
train352.jpg,train352_obj1,non_snow,94.285404,92.077827,0.000294
train353.jpg,train353_obj1,non_snow,55.599301,52.223513,0.001420
train354.jpg,train354_obj1,non_snow,103.958788,57.871244,0.044642
train355.jpg,train355_obj1,non_snow,87.251931,50.147120,0.008446
train356.jpg,train356_obj1,non_snow,87.276447,81.080231,0.027604
train357.jpg,train357_obj1,non_snow,139.181222,73.147279,0.036187
train358.jpg,train358_obj1,non_snow,74.835877,38.159846,0.002432
train359.jpg,train359_obj1,non_snow,90.115731,45.384379,0.001207
train36.jpg,train36_obj1,non_snow,76.376750,30.022497,0.008400
train360.jpg,train360_obj1,non_snow,89.223638,136.612510,0.011884
train361.jpg,train361_obj1,non_snow,125.711821,48.082726,0.060490
train362.jpg,train362_obj1,non_snow,59.343204,45.168415,0.009870
train363.jpg,train363_obj1,non_snow,85.135483,47.726940,0.005888
train364.jpg,train364_obj1,non_snow,105.730639,33.728078,0.028514
train365.jpg,train365_obj1,non_snow,80.263638,41.768495,0.000598
train366.jpg,train366_obj1,non_snow,148.792441,88.429012,0.030405
train367.jpg,train367_obj1,non_snow,95.007574,59.431432,0.034857
train368.jpg,train368_obj1,non_snow,72.766747,57.749625,0.000000
train369.jpg,train369_obj1,non_snow,105.643620,43.600493,0.021276
train37.jpg,train37_obj1,non_snow,73.580669,33.830060,0.010329
train370.jpg,train370_obj1,non_snow,65.253775,84.267398,0.000222
train371.jpg,train371_obj1,non_snow,94.175065,44.685640,0.012815
train372.jpg,train372_obj1,non_snow,97.822255,70.727831,0.018885
train373.jpg,train373_obj1,non_snow,81.362917,34.609401,0.027779
train374.jpg,train374_obj1,non_snow,56.774932,0.000000,0.000000
train375.jpg,train375_obj1,non_snow,103.557732,52.102439,0.042160
train376.jpg,train376_obj1,non_snow,72.174099,69.167752,0.012805
train377.jpg,train377_obj1,non_snow,80.864205,49.181004,0.004310
train378.jpg,train378_obj1,non_snow,70.952300,66.083765,0.011911
train379.jpg,train379_obj1,non_snow,62.463426,52.084978,0.000000
train38.jpg,train38_obj1,non_snow,35.319091,60.149294,0.001519
train380.jpg,train380_obj1,non_snow,92.582499,50.173939,0.044808
train381.jpg,train381_obj1,non_snow,71.925404,65.058559,0.006257
train382.jpg,train382_obj1,non_snow,97.573700,64.763068,0.007895
train383.jpg,train383_obj1,non_snow,94.009753,138.459288,0.000624
train384.jpg,train384_obj1,non_snow,83.571562,43.942425,0.004683
train385.jpg,train385_obj1,non_snow,85.981224,64.898202,0.009162
train386.jpg,train386_obj1,non_snow,121.038727,59.653476,0.106458
train387.jpg,train387_obj1,non_snow,81.424311,61.016360,0.001654
train388.jpg,train388_obj1,non_snow,58.707052,155.627910,0.000000
train389.jpg,train389_obj1,non_snow,76.377815,71.090891,0.005731
train39.jpg,train39_obj1,non_snow,115.909073,38.733777,0.074663
train390.jpg,train390_obj1,non_snow,72.678721,66.237902,0.006776
train391.jpg,train391_obj1,non_snow,84.485137,86.182960,0.023312
train392.jpg,train392_obj1,non_snow,80.412492,67.087988,0.007244
train393.jpg,train393_obj1,non_snow,85.378425,48.933977,0.043082
train394.jpg,train394_obj1,non_snow,70.866223,86.332066,0.032059
train395.jpg,train395_obj1,non_snow,97.955410,34.128860,0.020551
train396.jpg,train396_obj1,non_snow,51.258207,30.484746,0.001293
train397.jpg,train397_obj1,non_snow,116.696740,90.760105,0.014962
train398.jpg,train398_obj1,non_snow,80.371027,138.560719,0.017534
train399.jpg,train399_obj1,non_snow,130.980072,24.270228,0.198266
train4.jpg,train4_obj1,non_snow,64.376518,101.282321,0.003239
train40.jpg,train40_obj1,non_snow,84.068066,32.990504,0.039421
train400.jpg,train400_obj1,non_snow,79.635184,83.964434,0.010394
train401.jpg,train401_obj1,non_snow,61.761221,44.534664,0.003789
train402.jpg,train402_obj1,non_snow,141.958004,66.805211,0.069861
train403.jpg,train403_obj1,non_snow,52.771137,39.496938,0.001690
train404.jpg,train404_obj1,non_snow,96.926649,43.381052,0.013678
train405.jpg,train405_obj1,non_snow,135.204541,97.314412,0.029248
train406.jpg,train406_obj1,non_snow,45.971528,58.921487,0.000173
train407.jpg,train407_obj1,non_snow,129.764117,58.976314,0.088595
train408.jpg,train408_obj1,non_snow,84.114961,74.766494,0.012301
train409.jpg,train409_obj1,non_snow,106.067979,38.001305,0.031437
train41.jpg,train41_obj1,non_snow,78.894514,36.093459,0.012027
train410.jpg,train410_obj1,non_snow,82.472404,49.808147,0.001409
train411.jpg,train411_obj1,non_snow,81.374933,51.360672,0.004355
train412.jpg,train412_obj1,non_snow,80.600067,50.697641,0.010809
train413.jpg,train413_obj1,non_snow,92.024986,31.551440,0.037138
train414.jpg,train414_obj1,non_snow,81.177353,90.166913,0.006731
train415.jpg,train415_obj1,non_snow,102.347535,56.898773,0.033529
train416.jpg,train416_obj1,non_snow,79.635729,109.610343,0.022183
train417.jpg,train417_obj1,non_snow,83.804863,76.406103,0.011608
train418.jpg,train418_obj1,non_snow,65.692967,104.667028,0.003780
train419.jpg,train419_obj1,non_snow,112.451642,38.588474,0.091565
train42.jpg,train42_obj1,non_snow,40.962609,58.474969,0.000870
train420.jpg,train420_obj1,non_snow,132.845122,41.882770,0.148058
train421.jpg,train421_obj1,non_snow,58.792144,97.895375,0.007698
train422.jpg,train422_obj1,non_snow,62.455574,65.873114,0.002772
train423.jpg,train423_obj1,non_snow,82.973524,93.676312,0.001914
train424.jpg,train424_obj1,non_snow,104.816261,32.668637,0.017385
train425.jpg,train425_obj1,non_snow,43.628577,112.478825,0.001526
train426.jpg,train426_obj1,non_snow,85.802859,48.035971,0.029898
train427.jpg,train427_obj1,non_snow,75.214459,144.971431,0.001596
train428.jpg,train428_obj1,non_snow,156.813534,59.596179,0.282154
train429.jpg,train429_obj1,non_snow,93.047022,24.583795,0.009570
train43.jpg,train43_obj1,non_snow,40.928991,58.730575,0.000751
train430.jpg,train430_obj1,non_snow,122.145538,41.782607,0.022732
train431.jpg,train431_obj1,non_snow,61.322239,49.526991,0.007493
train432.jpg,train432_obj1,non_snow,59.807736,58.624193,0.000323
train433.jpg,train433_obj1,non_snow,133.367555,66.822482,0.127707
train434.jpg,train434_obj1,non_snow,123.676148,108.828400,0.014156
train435.jpg,train435_obj1,non_snow,82.260630,77.091886,0.029107
train436.jpg,train436_obj1,non_snow,79.272961,57.744402,0.012871
train437.jpg,train437_obj1,non_snow,150.977029,80.705158,0.204982
train438.jpg,train438_obj1,non_snow,66.800141,51.194843,0.001547
train439.jpg,train439_obj1,non_snow,80.108763,42.460698,0.016715
train44.jpg,train44_obj1,non_snow,97.134852,93.292074,0.013863
train440.jpg,train440_obj1,non_snow,63.110990,55.363907,0.000572
train441.jpg,train441_obj1,non_snow,56.611172,74.643567,0.011611
train442.jpg,train442_obj1,non_snow,118.779634,66.569715,0.033878
train443.jpg,train443_obj1,non_snow,86.716923,81.619429,0.007647
train444.jpg,train444_obj1,non_snow,101.201187,70.316211,0.030943
train445.jpg,train445_obj1,non_snow,99.469901,26.462663,0.028092
train446.jpg,train446_obj1,non_snow,103.887059,39.875744,0.015284
train447.jpg,train447_obj1,non_snow,67.211525,32.999671,0.005385
train448.jpg,train448_obj1,non_snow,57.365867,53.556855,0.004145
train449.jpg,train449_obj1,non_snow,86.248421,61.632207,0.013444
train45.jpg,train45_obj1,non_snow,38.657178,59.868392,0.001602
train450.jpg,train450_obj1,non_snow,133.888181,82.928808,0.003439
train451.jpg,train451_obj1,non_snow,130.239763,78.394739,0.103301
train452.jpg,train452_obj1,non_snow,96.731803,57.119847,0.009613
train453.jpg,train453_obj1,non_snow,96.975750,103.028534,0.004613
train454.jpg,train454_obj1,non_snow,71.690389,86.145949,0.019534
train455.jpg,train455_obj1,non_snow,112.656607,73.975598,0.032418
train456.jpg,train456_obj1,non_snow,64.856458,43.182915,0.001939
train457.jpg,train457_obj1,non_snow,116.041838,76.795322,0.017220
train458.jpg,train458_obj1,non_snow,37.503181,74.707624,0.000097
train459.jpg,train459_obj1,non_snow,95.706337,49.674461,0.073954
train46.jpg,train46_obj1,non_snow,42.779212,59.552517,0.003276
train460.jpg,train460_obj1,non_snow,79.728693,39.252319,0.022113
train461.jpg,train461_obj1,non_snow,81.398435,191.279490,0.000750
train462.jpg,train462_obj1,non_snow,80.044835,42.887838,0.010613
train463.jpg,train463_obj1,non_snow,62.915122,75.865216,0.007521
train464.jpg,train464_obj1,non_snow,106.281908,109.946664,0.005054
train465.jpg,train465_obj1,non_snow,87.418447,107.846184,0.001190
train466.jpg,train466_obj1,non_snow,83.120170,56.792263,0.061778
train467.jpg,train467_obj1,non_snow,103.534502,61.572548,0.066719
train468.jpg,train468_obj1,non_snow,116.793653,53.896285,0.078328
