filename,stem,action,environment,image_found,label_found,reason
image148.jpg,image148,train_copy,train,True,True,copied_to_train
image149.jpg,image149,train_copy,train,True,True,copied_to_train
image15.jpg,image15,train_copy,train,True,True,copied_to_train
image150.jpg,image150,train_copy,train,True,True,copied_to_train
image151.jpg,image151,train_copy,train,True,True,copied_to_train
image152.jpg,image152,train_copy,train,True,True,copied_to_train
image153.jpg,image153,train_copy,train,True,True,copied_to_train
image154.jpg,image154,train_copy,train,True,True,copied_to_train
image155.jpg,image155,train_copy,train,True,True,copied_to_train
image156.jpg,image156,train_copy,train,True,True,copied_to_train
image157.jpg,image157,train_copy,train,True,True,copied_to_train
image158.jpg,image158,train_copy,train,True,True,copied_to_train
image159.jpg,image159,train_copy,train,True,True,copied_to_train
image16.jpg,image16,train_copy,train,True,True,copied_to_train
image160.jpg,image160,train_copy,train,True,True,copied_to_train
image161.jpg,image161,train_copy,train,True,True,copied_to_train
image162.jpg,image162,train_copy,train,True,True,copied_to_train
image163.jpg,image163,train_copy,train,True,True,copied_to_train
image164.jpg,image164,train_copy,train,True,True,copied_to_train
image165.jpg,image165,train_copy,train,True,True,copied_to_train
image166.jpg,image166,train_copy,train,True,True,copied_to_train
image167.jpg,image167,train_copy,train,True,True,copied_to_train
image168.jpg,image168,train_copy,train,True,True,copied_to_train
image169.jpg,image169,train_copy,train,True,True,copied_to_train
image17.jpg,image17,train_copy,train,True,True,copied_to_train
image170.jpg,image170,train_copy,train,True,True,copied_to_train
image171.jpg,image171,train_copy,train,True,True,copied_to_train
image172.jpg,image172,train_copy,train,True,True,copied_to_train
image173.jpg,image173,train_copy,train,True,True,copied_to_train
image174.jpg,image174,train_copy,train,True,True,copied_to_train
image175.jpg,image175,train_copy,train,True,True,copied_to_train
image176.jpg,image176,train_copy,train,True,True,copied_to_train
image177.jpg,image177,train_copy,train,True,True,copied_to_train
image178.jpg,image178,train_copy,train,True,True,copied_to_train
image179.jpg,image179,train_copy,train,True,True,copied_to_train
image18.jpg,image18,train_copy,train,True,True,copied_to_train
image180.jpg,image180,train_copy,train,True,True,copied_to_train
image181.jpg,image181,train_copy,train,True,True,copied_to_train
image182.jpg,image182,train_copy,train,True,True,copied_to_train
image183.jpg,image183,train_copy,train,True,True,copied_to_train
image184.jpg,image184,train_copy,train,True,True,copied_to_train
image185.jpg,image185,train_copy,train,True,True,copied_to_train
image186.jpg,image186,train_copy,train,True,True,copied_to_train
image187.jpg,image187,train_copy,train,True,True,copied_to_train
image188.jpg,image188,train_copy,train,True,True,copied_to_train
image189.jpg,image189,train_copy,train,True,True,copied_to_train
image19.jpg,image19,train_copy,train,True,True,copied_to_train
image190.jpg,image190,train_copy,train,True,True,copied_to_train
image191.jpg,image191,train_copy,train,True,True,copied_to_train
image192.jpg,image192,train_copy,train,True,True,copied_to_train
image193.jpg,image193,train_copy,train,True,True,copied_to_train
image194.jpg,image194,train_copy,train,True,True,copied_to_train
image195.jpg,image195,train_copy,train,True,True,copied_to_train
image196.jpg,image196,train_copy,train,True,True,copied_to_train
image197.jpg,image197,train_copy,train,True,True,copied_to_train
image198.jpg,image198,train_copy,train,True,True,copied_to_train
image199.jpg,image199,train_copy,train,True,True,copied_to_train
image2.jpg,image2,train_copy,train,True,True,copied_to_train
image20.jpg,image20,train_copy,train,True,True,copied_to_train
image200.jpg,image200,train_copy,train,True,True,copied_to_train
image201.jpg,image201,train_copy,train,True,True,copied_to_train
image202.jpg,image202,train_copy,train,True,True,copied_to_train
image203.jpg,image203,train_copy,train,True,True,copied_to_train
image204.jpg,image204,train_copy,train,True,True,copied_to_train
image205.jpg,image205,train_copy,train,True,True,copied_to_train
image206.jpg,image206,train_copy,train,True,True,copied_to_train
image207.jpg,image207,train_copy,train,True,True,copied_to_train
image208.jpg,image208,train_copy,train,True,True,copied_to_train
image209.jpg,image209,train_copy,train,True,True,copied_to_train
image21.jpg,image21,train_copy,train,True,True,copied_to_train
image210.jpg,image210,train_copy,train,True,True,copied_to_train
image211.jpg,image211,train_copy,train,True,True,copied_to_train
image212.jpg,image212,train_copy,train,True,True,copied_to_train
image213.jpg,image213,train_copy,train,True,True,copied_to_train
image214.jpg,image214,train_copy,train,True,True,copied_to_train
image215.jpg,image215,train_copy,train,True,True,copied_to_train
image216.jpg,image216,train_copy,train,True,True,copied_to_train
image217.jpg,image217,train_copy,train,True,True,copied_to_train
image218.jpg,image218,train_copy,train,True,True,copied_to_train
image219.jpg,image219,train_copy,train,True,True,copied_to_train
image22.jpg,image22,train_copy,train,True,True,copied_to_train
image220.jpg,image220,train_copy,train,True,True,copied_to_train
image221.jpg,image221,train_copy,train,True,True,copied_to_train
image222.jpg,image222,train_copy,train,True,True,copied_to_train
image223.jpg,image223,train_copy,train,True,True,copied_to_train
image224.jpg,image224,train_copy,train,True,True,copied_to_train
image225.jpg,image225,train_copy,train,True,True,copied_to_train
image226.jpg,image226,train_copy,train,True,True,copied_to_train
image227.jpg,image227,train_copy,train,True,True,copied_to_train
image228.jpg,image228,train_copy,train,True,True,copied_to_train
image229.jpg,image229,train_copy,train,True,True,copied_to_train
image23.jpg,image23,train_copy,train,True,True,copied_to_train
image230.jpg,image230,train_copy,train,True,True,copied_to_train
image231.jpg,image231,train_copy,train,True,True,copied_to_train
image232.jpg,image232,train_copy,train,True,True,copied_to_train
image233.jpg,image233,train_copy,train,True,True,copied_to_train
image234.jpg,image234,train_copy,train,True,True,copied_to_train
image235.jpg,image235,train_copy,train,True,True,copied_to_train
image236.jpg,image236,train_copy,train,True,True,copied_to_train
image237.jpg,image237,train_copy,train,True,True,copied_to_train
image238.jpg,image238,train_copy,train,True,True,copied_to_train
image239.jpg,image239,train_copy,train,True,True,copied_to_train
image24.jpg,image24,train_copy,train,True,True,copied_to_train
image240.jpg,image240,train_copy,train,True,True,copied_to_train
image241.jpg,image241,train_copy,train,True,True,copied_to_train
image242.jpg,image242,train_copy,train,True,True,copied_to_train
image243.jpg,image243,train_copy,train,True,True,copied_to_train
image244.jpg,image244,train_copy,train,True,True,copied_to_train
image245.jpg,image245,train_copy,train,True,True,copied_to_train
image246.jpg,image246,train_copy,train,True,True,copied_to_train
image247.jpg,image247,train_copy,train,True,True,copied_to_train
image248.jpg,image248,train_copy,train,True,True,copied_to_train
image249.jpg,image249,train_copy,train,True,True,copied_to_train
image25.jpg,image25,train_copy,train,True,True,copied_to_train
image250.jpg,image250,train_copy,train,True,True,copied_to_train
image251.jpg,image251,train_copy,train,True,True,copied_to_train
image252.jpg,image252,train_copy,train,True,True,copied_to_train
image253.jpg,image253,train_copy,train,True,True,copied_to_train
image254.jpg,image254,train_copy,train,True,True,copied_to_train
image255.jpg,image255,train_copy,train,True,True,copied_to_train
image256.jpg,image256,train_copy,train,True,True,copied_to_train
image257.jpg,image257,train_copy,train,True,True,copied_to_train
image258.jpg,image258,train_copy,train,True,True,copied_to_train
image259.jpg,image259,train_copy,train,True,True,copied_to_train
image26.jpg,image26,train_copy,train,True,True,copied_to_train
image260.jpg,image260,train_copy,train,True,True,copied_to_train
image261.jpg,image261,train_copy,train,True,True,copied_to_train
image262.jpg,image262,train_copy,train,True,True,copied_to_train
image263.jpg,image263,train_copy,train,True,True,copied_to_train
image264.jpg,image264,train_copy,train,True,True,copied_to_train
image265.jpg,image265,train_copy,train,True,True,copied_to_train
image266.jpg,image266,train_copy,train,True,True,copied_to_train
image267.jpg,image267,train_copy,train,True,True,copied_to_train
image268.jpg,image268,train_copy,train,True,True,copied_to_train
image269.jpg,image269,train_copy,train,True,True,copied_to_train
image27.jpg,image27,train_copy,train,True,True,copied_to_train
image270.jpg,image270,train_copy,train,True,True,copied_to_train
image271.jpg,image271,train_copy,train,True,True,copied_to_train
image272.jpg,image272,train_copy,train,True,True,copied_to_train
image273.jpg,image273,train_copy,train,True,True,copied_to_train
image274.jpg,image274,train_copy,train,True,True,copied_to_train
image275.jpg,image275,train_copy,train,True,True,copied_to_train
image276.jpg,image276,train_copy,train,True,True,copied_to_train
image277.jpg,image277,train_copy,train,True,True,copied_to_train
image278.jpg,image278,train_copy,train,True,True,copied_to_train
image279.jpg,image279,train_copy,train,True,True,copied_to_train
image28.jpg,image28,train_copy,train,True,True,copied_to_train
image280.jpg,image280,train_copy,train,True,True,copied_to_train
image281.jpg,image281,train_copy,train,True,True,copied_to_train
image282.jpg,image282,train_copy,train,True,True,copied_to_train
image283.jpg,image283,train_copy,train,True,True,copied_to_train
image284.jpg,image284,train_copy,train,True,True,copied_to_train
image285.jpg,image285,train_copy,train,True,True,copied_to_train
image286.jpg,image286,train_copy,train,True,True,copied_to_train
image287.jpg,image287,train_copy,train,True,True,copied_to_train
image288.jpg,image288,train_copy,train,True,True,copied_to_train
image289.jpg,image289,train_copy,train,True,True,copied_to_train
image29.jpg,image29,train_copy,train,True,True,copied_to_train
image290.jpg,image290,train_copy,train,True,True,copied_to_train
image291.jpg,image291,train_copy,train,True,True,copied_to_train
image292.jpg,image292,train_copy,train,True,True,copied_to_train
image293.jpg,image293,train_copy,train,True,True,copied_to_train
image294.jpg,image294,train_copy,train,True,True,copied_to_train
image295.jpg,image295,train_copy,train,True,True,copied_to_train
image296.jpg,image296,train_copy,train,True,True,copied_to_train
image297.jpg,image297,train_copy,train,True,True,copied_to_train
image298.jpg,image298,train_copy,train,True,True,copied_to_train
image299.jpg,image299,train_copy,train,True,True,copied_to_train
image3.jpg,image3,train_copy,train,True,True,copied_to_train
image30.jpg,image30,train_copy,train,True,True,copied_to_train
image300.jpg,image300,train_copy,train,True,True,copied_to_train
image301.jpg,image301,train_copy,train,True,True,copied_to_train
image302.jpg,image302,train_copy,train,True,True,copied_to_train
image303.jpg,image303,train_copy,train,True,True,copied_to_train
image304.jpg,image304,train_copy,train,True,True,copied_to_train
image305.jpg,image305,train_copy,train,True,True,copied_to_train
image306.jpg,image306,train_copy,train,True,True,copied_to_train
image307.jpg,image307,train_copy,train,True,True,copied_to_train
image308.jpg,image308,train_copy,train,True,True,copied_to_train
image309.jpg,image309,train_copy,train,True,True,copied_to_train
image31.jpg,image31,train_copy,train,True,True,copied_to_train
image310.jpg,image310,train_copy,train,True,True,copied_to_train
image311.jpg,image311,train_copy,train,True,True,copied_to_train
image312.jpg,image312,train_copy,train,True,True,copied_to_train
image313.jpg,image313,train_copy,train,True,True,copied_to_train
image314.jpg,image314,train_copy,train,True,True,copied_to_train
image315.jpg,image315,train_copy,train,True,True,copied_to_train
image316.jpg,image316,train_copy,train,True,True,copied_to_train
image317.jpg,image317,train_copy,train,True,True,copied_to_train
image318.jpg,image318,train_copy,train,True,True,copied_to_train
image319.jpg,image319,train_copy,train,True,True,copied_to_train
image32.jpg,image32,train_copy,train,True,True,copied_to_train
image320.jpg,image320,train_copy,train,True,True,copied_to_train
image321.jpg,image321,train_copy,train,True,True,copied_to_train
image322.jpg,image322,train_copy,train,True,True,copied_to_train
image323.jpg,image323,train_copy,train,True,True,copied_to_train
image324.jpg,image324,train_copy,train,True,True,copied_to_train
image325.jpg,image325,train_copy,train,True,True,copied_to_train
image326.jpg,image326,train_copy,train,True,True,copied_to_train
image327.jpg,image327,train_copy,train,True,True,copied_to_train
image328.jpg,image328,train_copy,train,True,True,copied_to_train
image329.jpg,image329,train_copy,train,True,True,copied_to_train
image33.jpg,image33,train_copy,train,True,True,copied_to_train
image330.jpg,image330,train_copy,train,True,True,copied_to_train
image331.jpg,image331,train_copy,train,True,True,copied_to_train
image332.jpg,image332,train_copy,train,True,True,copied_to_train
image333.jpg,image333,train_copy,train,True,True,copied_to_train
image334.jpg,image334,train_copy,train,True,True,copied_to_train
image335.jpg,image335,train_copy,train,True,True,copied_to_train
image336.jpg,image336,train_copy,train,True,True,copied_to_train
image337.jpg,image337,train_copy,train,True,True,copied_to_train
image338.jpg,image338,train_copy,train,True,True,copied_to_train
image339.jpg,image339,train_copy,train,True,True,copied_to_train
image34.jpg,image34,train_copy,train,True,True,copied_to_train
image340.jpg,image340,train_copy,train,True,True,copied_to_train
image341.jpg,image341,train_copy,train,True,True,copied_to_train
image342.jpg,image342,train_copy,train,True,True,copied_to_train
image343.jpg,image343,train_copy,train,True,True,copied_to_train
image344.jpg,image344,train_copy,train,True,True,copied_to_train
image345.jpg,image345,train_copy,train,True,True,copied_to_train
image346.jpg,image346,train_copy,train,True,True,copied_to_train
image347.jpg,image347,train_copy,train,True,True,copied_to_train
image348.jpg,image348,train_copy,train,True,True,copied_to_train
image349.jpg,image349,train_copy,train,True,True,copied_to_train
image35.jpg,image35,train_copy,train,True,True,copied_to_train
image350.jpg,image350,train_copy,train,True,True,copied_to_train
image351.jpg,image351,train_copy,train,True,True,copied_to_train
image352.jpg,image352,train_copy,train,True,True,copied_to_train
image353.jpg,image353,train_copy,train,True,True,copied_to_train
image354.jpg,image354,train_copy,train,True,True,copied_to_train
image355.jpg,image355,train_copy,train,True,True,copied_to_train
image356.jpg,image356,train_copy,train,True,True,copied_to_train
image357.jpg,image357,train_copy,train,True,True,copied_to_train
image358.jpg,image358,train_copy,train,True,True,copied_to_train
image359.jpg,image359,train_copy,train,True,True,copied_to_train
image36.jpg,image36,train_copy,train,True,True,copied_to_train
image360.jpg,image360,train_copy,train,True,True,copied_to_train
image361.jpg,image361,train_copy,train,True,True,copied_to_train
image362.jpg,image362,train_copy,train,True,True,copied_to_train
image363.jpg,image363,train_copy,train,True,True,copied_to_train
image364.jpg,image364,train_copy,train,True,True,copied_to_train
image365.jpg,image365,train_copy,train,True,True,copied_to_train
image366.jpg,image366,train_copy,train,True,True,copied_to_train
image367.jpg,image367,train_copy,train,True,True,copied_to_train
image368.jpg,image368,train_copy,train,True,True,copied_to_train
image369.jpg,image369,train_copy,train,True,True,copied_to_train
image37.jpg,image37,train_copy,train,True,True,copied_to_train
image370.jpg,image370,train_copy,train,True,True,copied_to_train
image371.jpg,image371,train_copy,train,True,True,copied_to_train
image372.jpg,image372,train_copy,train,True,True,copied_to_train
image373.jpg,image373,train_copy,train,True,True,copied_to_train
image374.jpg,image374,train_copy,train,True,True,copied_to_train
image375.jpg,image375,train_copy,train,True,True,copied_to_train
image376.jpg,image376,train_copy,train,True,True,copied_to_train
image377.jpg,image377,train_copy,train,True,True,copied_to_train
image378.jpg,image378,train_copy,train,True,True,copied_to_train
image379.jpg,image379,train_copy,train,True,True,copied_to_train
image38.jpg,image38,train_copy,train,True,True,copied_to_train
image380.jpg,image380,train_copy,train,True,True,copied_to_train
image381.jpg,image381,train_copy,train,True,True,copied_to_train
image382.jpg,image382,train_copy,train,True,True,copied_to_train
image383.jpg,image383,train_copy,train,True,True,copied_to_train
image384.jpg,image384,train_copy,train,True,True,copied_to_train
image385.jpg,image385,train_copy,train,True,True,copied_to_train
image386.jpg,image386,train_copy,train,True,True,copied_to_train
image387.jpg,image387,train_copy,train,True,True,copied_to_train
image388.jpg,image388,train_copy,train,True,True,copied_to_train
image389.jpg,image389,train_copy,train,True,True,copied_to_train
image39.jpg,image39,train_copy,train,True,True,copied_to_train
image390.jpg,image390,train_copy,train,True,True,copied_to_train
image391.jpg,image391,train_copy,train,True,True,copied_to_train
image392.jpg,image392,train_copy,train,True,True,copied_to_train
image393.jpg,image393,train_copy,train,True,True,copied_to_train
image394.jpg,image394,train_copy,train,True,True,copied_to_train
image395.jpg,image395,train_copy,train,True,True,copied_to_train
image396.jpg,image396,train_copy,train,True,True,copied_to_train
image397.jpg,image397,train_copy,train,True,True,copied_to_train
image398.jpg,image398,train_copy,train,True,True,copied_to_train
image399.jpg,image399,train_copy,train,True,True,copied_to_train
image4.jpg,image4,train_copy,train,True,True,copied_to_train
image40.jpg,image40,train_copy,train,True,True,copied_to_train
image400.jpg,image400,train_copy,train,True,True,copied_to_train
image401.jpg,image401,train_copy,train,True,True,copied_to_train
image402.jpg,image402,train_copy,train,True,True,copied_to_train
image403.jpg,image403,train_copy,train,True,True,copied_to_train
image404.jpg,image404,train_copy,train,True,True,copied_to_train
image405.jpg,image405,train_copy,train,True,True,copied_to_train
image406.jpg,image406,train_copy,train,True,True,copied_to_train
image407.jpg,image407,train_copy,train,True,True,copied_to_train
image408.jpg,image408,train_copy,train,True,True,copied_to_train
image409.jpg,image409,train_copy,train,True,True,copied_to_train
image41.jpg,image41,train_copy,train,True,True,copied_to_train
image410.jpg,image410,train_copy,train,True,True,copied_to_train
image411.jpg,image411,train_copy,train,True,True,copied_to_train
image412.jpg,image412,train_copy,train,True,True,copied_to_train
image413.jpg,image413,train_copy,train,True,True,copied_to_train
image414.jpg,image414,train_copy,train,True,True,copied_to_train
image415.jpg,image415,train_copy,train,True,True,copied_to_train
image416.jpg,image416,train_copy,train,True,True,copied_to_train
image417.jpg,image417,train_copy,train,True,True,copied_to_train
image418.jpg,image418,train_copy,train,True,True,copied_to_train
image419.jpg,image419,train_copy,train,True,True,copied_to_train
image42.jpg,image42,train_copy,train,True,True,copied_to_train
image420.jpg,image420,train_copy,train,True,True,copied_to_train
image421.jpg,image421,train_copy,train,True,True,copied_to_train
image422.jpg,image422,train_copy,train,True,True,copied_to_train
image423.jpg,image423,train_copy,train,True,True,copied_to_train
image424.jpg,image424,train_copy,train,True,True,copied_to_train
image425.jpg,image425,train_copy,train,True,True,copied_to_train
image426.jpg,image426,train_copy,train,True,True,copied_to_train
image427.jpg,image427,train_copy,train,True,True,copied_to_train
image428.jpg,image428,train_copy,train,True,True,copied_to_train
image429.jpg,image429,train_copy,train,True,True,copied_to_train
image43.jpg,image43,train_copy,train,True,True,copied_to_train
image430.jpg,image430,train_copy,train,True,True,copied_to_train
image431.jpg,image431,train_copy,train,True,True,copied_to_train
image432.jpg,image432,train_copy,train,True,True,copied_to_train
image433.jpg,image433,train_copy,train,True,True,copied_to_train
image434.jpg,image434,train_copy,train,True,True,copied_to_train
image435.jpg,image435,train_copy,train,True,True,copied_to_train
image436.jpg,image436,train_copy,train,True,True,copied_to_train
image437.jpg,image437,train_copy,train,True,True,copied_to_train
image438.jpg,image438,train_copy,train,True,True,copied_to_train
image439.jpg,image439,train_copy,train,True,True,copied_to_train
image44.jpg,image44,train_copy,train,True,True,copied_to_train
image440.jpg,image440,train_copy,train,True,True,copied_to_train
image441.jpg,image441,train_copy,train,True,True,copied_to_train
image442.jpg,image442,train_copy,train,True,True,copied_to_train
image443.jpg,image443,train_copy,train,True,True,copied_to_train
image444.jpg,image444,train_copy,train,True,True,copied_to_train
image445.jpg,image445,train_copy,train,True,True,copied_to_train
image446.jpg,image446,train_copy,train,True,True,copied_to_train
image447.jpg,image447,train_copy,train,True,True,copied_to_train
image448.jpg,image448,train_copy,train,True,True,copied_to_train
image449.jpg,image449,train_copy,train,True,True,copied_to_train
image45.jpg,image45,train_copy,train,True,True,copied_to_train
image450.jpg,image450,train_copy,train,True,True,copied_to_train
image451.jpg,image451,train_copy,train,True,True,copied_to_train
image452.jpg,image452,train_copy,train,True,True,copied_to_train
image453.jpg,image453,train_copy,train,True,True,copied_to_train
image454.jpg,image454,train_copy,train,True,True,copied_to_train
image455.jpg,image455,train_copy,train,True,True,copied_to_train
image456.jpg,image456,train_copy,train,True,True,copied_to_train
image457.jpg,image457,train_copy,train,True,True,copied_to_train
image458.jpg,image458,train_copy,train,True,True,copied_to_train
image459.jpg,image459,train_copy,train,True,True,copied_to_train
image46.jpg,image46,train_copy,train,True,True,copied_to_train
image460.jpg,image460,train_copy,train,True,True,copied_to_train
image461.jpg,image461,train_copy,train,True,True,copied_to_train
image462.jpg,image462,train_copy,train,True,True,copied_to_train
image463.jpg,image463,train_copy,train,True,True,copied_to_train
image464.jpg,image464,train_copy,train,True,True,copied_to_train
image465.jpg,image465,train_copy,train,True,True,copied_to_train
image466.jpg,image466,train_copy,train,True,True,copied_to_train
image467.jpg,image467,train_copy,train,True,True,copied_to_train
image468.jpg,image468,train_copy,train,True,True,copied_to_train
image469.jpg,image469,train_copy,train,True,True,copied_to_train
image47.jpg,image47,train_copy,train,True,True,copied_to_train
image470.jpg,image470,train_copy,train,True,True,copied_to_train
image471.jpg,image471,train_copy,train,True,True,copied_to_train
image472.jpg,image472,train_copy,train,True,True,copied_to_train
image473.jpg,image473,train_copy,train,True,True,copied_to_train
image474.jpg,image474,train_copy,train,True,True,copied_to_train
image475.jpg,image475,train_copy,train,True,True,copied_to_train
image476.jpg,image476,train_copy,train,True,True,copied_to_train
image477.jpg,image477,train_copy,train,True,True,copied_to_train
image478.jpg,image478,train_copy,train,True,True,copied_to_train
image479.jpg,image479,train_copy,train,True,True,copied_to_train
image48.jpg,image48,train_copy,train,True,True,copied_to_train
image480.jpg,image480,train_copy,train,True,True,copied_to_train
image481.jpg,image481,train_copy,train,True,True,copied_to_train
image482.jpg,image482,train_copy,train,True,True,copied_to_train
image483.jpg,image483,train_copy,train,True,True,copied_to_train
image484.jpg,image484,train_copy,train,True,True,copied_to_train
image485.jpg,image485,train_copy,train,True,True,copied_to_train
image486.jpg,image486,train_copy,train,True,True,copied_to_train
image487.jpg,image487,train_copy,train,True,True,copied_to_train
image488.jpg,image488,train_copy,train,True,True,copied_to_train
image489.jpg,image489,train_copy,train,True,True,copied_to_train
image49.jpg,image49,train_copy,train,True,True,copied_to_train
image490.jpg,image490,train_copy,train,True,True,copied_to_train
image491.jpg,image491,train_copy,train,True,True,copied_to_train
image492.jpg,image492,train_copy,train,True,True,copied_to_train
image493.jpg,image493,train_copy,train,True,True,copied_to_train
image494.jpg,image494,train_copy,train,True,True,copied_to_train
image495.jpg,image495,train_copy,train,True,True,copied_to_train
image496.jpg,image496,train_copy,train,True,True,copied_to_train
image497.jpg,image497,train_copy,train,True,True,copied_to_train
image498.jpg,image498,train_copy,train,True,True,copied_to_train
image499.jpg,image499,train_copy,train,True,True,copied_to_train
image5.jpg,image5,train_copy,train,True,True,copied_to_train
image50.jpg,image50,train_copy,train,True,True,copied_to_train
image500.jpg,image500,train_copy,train,True,True,copied_to_train
image51.jpg,image51,train_copy,train,True,True,copied_to_train
image52.jpg,image52,train_copy,train,True,True,copied_to_train
image53.jpg,image53,train_copy,train,True,True,copied_to_train
image54.jpg,image54,train_copy,train,True,True,copied_to_train
image55.jpg,image55,train_copy,train,True,True,copied_to_train
image56.jpg,image56,train_copy,train,True,True,copied_to_train
image57.jpg,image57,train_copy,train,True,True,copied_to_train
image571.jpg,image571,train_copy,train,True,True,copied_to_train
image572.jpg,image572,train_copy,train,True,True,copied_to_train
image573.jpg,image573,train_copy,train,True,True,copied_to_train
image574.jpg,image574,train_copy,train,True,True,copied_to_train
image575.jpg,image575,train_copy,train,True,True,copied_to_train
image576.jpg,image576,train_copy,train,True,True,copied_to_train
image577.jpg,image577,train_copy,train,True,True,copied_to_train
image578.jpg,image578,train_copy,train,True,True,copied_to_train
image579.jpg,image579,train_copy,train,True,True,copied_to_train
image58.jpg,image58,train_copy,train,True,True,copied_to_train
image580.jpg,image580,train_copy,train,True,True,copied_to_train
image581.jpg,image581,train_copy,train,True,True,copied_to_train
image582.jpg,image582,train_copy,train,True,True,copied_to_train
image583.jpg,image583,train_copy,train,True,True,copied_to_train
image584.jpg,image584,train_copy,train,True,True,copied_to_train
image585.jpg,image585,train_copy,train,True,True,copied_to_train
image586.jpg,image586,train_copy,train,True,True,copied_to_train
image587.jpg,image587,train_copy,train,True,True,copied_to_train
image588.jpg,image588,train_copy,train,True,True,copied_to_train
image589.jpg,image589,train_copy,train,True,True,copied_to_train
image59.jpg,image59,train_copy,train,True,True,copied_to_train
image590.jpg,image590,train_copy,train,True,True,copied_to_train
image591.jpg,image591,train_copy,train,True,True,copied_to_train
image592.jpg,image592,train_copy,train,True,True,copied_to_train
image593.jpg,image593,train_copy,train,True,True,copied_to_train
image594.jpg,image594,train_copy,train,True,True,copied_to_train
image595.jpg,image595,train_copy,train,True,True,copied_to_train
image596.jpg,image596,train_copy,train,True,True,copied_to_train
